Name,URL,Code,Location,Total,Methods
Đại Học FPT,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-fpt-377,FPT,Hà Nội,None,None
Đại học Kinh doanh và Công nghệ Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-kinh-doanh-va-cong-nghe-ha-noi-371,DQK,Hà Nội,None,None
Đại học Nguyễn Trãi,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-nguyen-trai-406,NTU,Hà Nội,None,None
Đại học Phenikaa,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-phenikaa-372,DTA,Hà Nội,None,None
Đại học Tài Chính Ngân Hàng Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-tai-chinh-ngan-hang-ha-noi-376,FBU,Hà Nội,None,None
Đại học Thăng Long,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-thang-long-373,DTL,Hà Nội,None,None
Đại học Võ Trường Toản,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-vo-truong-toan-202,VTT,Hậu Giang,None,None
Đại học Hoa Sen,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-hoa-sen-261,HSU,TP HCM,None,None
Đại học Hùng Vương TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-hung-vuong-tp-hcm-477,DHV,TP HCM,None,None
Đại học Ngoại ngữ - Tin học TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-ngoai-ngu-tin-hoc-tp-hcm-259,DNT,TP HCM,None,None
Đại học Nguyễn Tất Thành,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-nguyen-tat-thanh-280,NTT,TP HCM,None,None
Đại học Quốc tế Hồng Bàng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-quoc-te-hong-bang-270,HIU,TP HCM,None,None
Đại học Văn Hiến,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-van-hien-264,DVH,TP HCM,None,None
Đại học Văn Lang,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-van-lang-265,DVL,TP HCM,None,None
Đại học Bà Rịa Vũng Tàu,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-ba-ria-vung-tau-435,BVU,Bà Rịa- Vũng Tàu,None,None
Đại học Công Nghệ Đông Á,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-cong-nghe-dong-a-455,DDA,Hà Nội,None,None
Đại học Kinh Bắc,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-kinh-bac-459,UKB,Bắc Ninh,None,None
Đại Học Quốc Tế Bắc Hà,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-quoc-te-bac-ha-354,DBH,Hà Nội,None,None
Đại học Kinh tế Kỹ thuật Bình Dương,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-kinh-te-ky-thuat-binh-duong-444,DKB,Bình Dương,None,None
Đại học Quang Trung,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-quang-trung-466,DQT,Bình Định,None,None
Đại học Phan Thiết,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-phan-thiet-249,DPT,Bình Thuận,None,None
Đại học Nam Cần Thơ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-nam-can-tho-231,DNC,Cần Thơ,None,None
Đại học Công nghệ Miền Đông,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-cong-nghe-mien-dong-478,DMD,Hà Nội,None,None
Đại học Lạc Hồng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-lac-hong-439,DLH,Đồng Nai,None,None
Đại Học Hà Hoa Tiên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-ha-hoa-tien-332,DHH,Hà Nam,None,None
Đại Học Thành Đông,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-thanh-dong-333,DDB,Hải Dương,None,None
Đại học Yersin Đà Lạt,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-yersin-da-lat-206,DYD,Lâm Đồng,None,None
Đại học Tân Tạo,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-tan-tao-452,TTU,Long An,None,None
Đại Học Lương Thế Vinh,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-luong-the-vinh-322,DTV,Nam Định,None,None
Đại học Công nghiệp Vinh,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-cong-nghiep-vinh-243,DCV,Nghệ An,None,None
Đại học Phan Châu Trinh,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-phan-chau-trinh-236,DPC,Quảng Nam,None,None
Đại học Dân Lập Phú Xuân,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-dan-lap-phu-xuan-216,DPX,Huế,None,None
Đại học Cửu Long,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-cuu-long-342,DCL,Vĩnh Long,None,None
Học viện Biên Phòng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/hoc-vien-bien-phong-350,BPH,Hà Nội,None,None
Học viện Hậu Cần - Hệ Quân sự,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/hoc-vien-hau-can-he-quan-su-482,HEH,Hà Nội,None,None
Học viện Khoa Học Quân Sự - Hệ Quân sự,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/hoc-vien-khoa-hoc-quan-su-he-quan-su-495,NQH,Hà Nội,None,None
Học viện Kỹ thuật mật mã,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/hoc-vien-ky-thuat-mat-ma-393,KMA,Hà Nội,None,None
Trường Sĩ Quan Phòng Hóa,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/truong-si-quan-phong-hoa-384,HGH,Hà Nội,None,None
Trường Sĩ Quan Đặc Công,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/truong-si-quan-dac-cong-355,DCH,Hà Nội,None,None
Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/truong-si-quan-luc-quan-2-dai-hoc-nguyen-hue-441,LBH,Đồng Nai,None,None
Trường Sĩ Quan Không Quân - Hệ Đại học,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/truong-si-quan-khong-quan-he-dai-hoc-327,KGH,Khánh Hòa,None,None
Trường Sĩ Quan Công Binh - Hệ Quân sự - Đại học Ngô Quyền,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/truong-si-quan-cong-binh-he-quan-su-dai-hoc-ngo-quyen-446,SNH,Bình Dương,None,None
Học viện An Ninh Nhân Dân,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/hoc-vien-an-ninh-nhan-dan-348,ANH,Hà Nội,None,None
Học viện Chính Trị Công An Nhân Dân,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/hoc-vien-chinh-tri-cong-an-nhan-dan-481,HCA,Hà Nội,None,None
Học viện quốc tế,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/hoc-vien-quoc-te-508,AIS,None,None
Đại học Kỹ Thuật - Hậu Cần Công An Nhân Dân ( Phía Bắc ),https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-ky-thuat-hau-can-cong-an-nhan-dan-phia-bac-456,HCB,Bắc Ninh,None,None
Đại học An Ninh Nhân Dân,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-an-ninh-nhan-dan-251,ANS,Hà Nội,None,None
Đại học Dầu khí Việt Nam,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/dai-hoc-dau-khi-viet-nam-412,PVU,Bà Rịa- Vũng Tàu,None,None
Viện Nghiên cứu và Đào tạo Việt - Anh - Đại học Đà Nẵng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/vien-nghien-cuu-va-dao-tao-viet-anh-dai-hoc-da-nang-476,DDV,Đà Nẵng,None,None
Cao Đẳng Kinh Tế – Kỹ Thuật – Đại Học Thái Nguyên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-dai-hoc-thai-nguyen-29,DTU,Thái Nguyên,None,None
Cao Đẳng Công Nghiệp Quốc Phòng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghiep-quoc-phong-171,QPH,Phú Thọ,None,None
Cao Đẳng Công Nghệ Và Kỹ Thuật Ô Tô,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-va-ky-thuat-o-to-151,COT,Hà Nội,None,None
Cao Đẳng An Ninh Nhân Dân 1,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-an-ninh-nhan-dan-1-467,AD1,Hà Nội,None,None
Cao Đẳng Xây Dựng Số 2,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-xay-dung-so-2-81,CXS,TP HCM,None,None
Cao Đẳng Kỹ Thuật Cao Thắng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-ky-thuat-cao-thang-71,CKC,TP HCM,None,None
Cao Đẳng Sư Phạm Bà Rịa – Vũng Tàu,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-ba-ria-vung-tau-159,C52,Bà Rịa- Vũng Tàu,None,None
Cao Đẳng Sư Phạm Bắc Ninh,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-bac-ninh-187,C19,Bắc Ninh,None,None
Cao Đẳng Sư Phạm Cao Bằng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-cao-bang-95,C06,Cao Bằng,None,None
Cao Đẳng Sư Phạm Điện Biên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-dien-bien-177,C62,Điện Biên,None,None
Cao Đẳng Sư Phạm Gia Lai,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-gia-lai-20,C38,Gia Lai,None,None
Cao Đẳng Sư Phạm Hòa Bình,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-hoa-binh-17,C23,Hòa Bình,None,None
Cao Đẳng Sư Phạm Kiên Giang,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-kien-giang-163,C54,Kiên Giang,None,None
Cao Đẳng Sư Phạm Lạng Sơn,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-lang-son-196,C10,Lạng Sơn,None,None
Cao Đẳng Sư Phạm Long An,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-long-an-180,C49,Long An,None,None
Cao Đẳng Sư Phạm Nam Định,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-nam-dinh-106,C25,Nam Định,None,None
Cao Đẳng Sư Phạm Nghệ An,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-nghe-an-48,C29,Nghệ An,None,None
Cao Đẳng Sư Phạm Quảng Trị,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-quang-tri-2,C32,Quảng Trị,None,None
Cao Đẳng Sư Phạm Tây Ninh,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-tay-ninh-47,C46,Tây Ninh,None,None
Cao Đẳng Sư Phạm Thái Bình,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-thai-binh-41,C26,Thái Bình,None,None
Cao Đẳng Sư Phạm Thừa Thiên Huế,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-thua-thien-hue-14,C33,Huế,None,None
Cao Đẳng Sư Phạm Trung Ương,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-trung-uong-146,CM1,Hà Nội,None,None
Cao Đẳng Sư Phạm TW Nha Trang,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-tw-nha-trang-111,CM2,Khánh Hòa,None,None
Cao Đẳng Sư Phạm Trung Ương TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-trung-uong-tp-hcm-75,CM3,TP HCM,None,None
Cao Đẳng Sư Phạm Thái Nguyên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-thai-nguyen-21,C12,Thái Nguyên,None,None
Cao Đẳng Sư Phạm Yên Bái,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-yen-bai-58,C13,Yên Bái,None,None
Cao Đẳng Cộng Đồng Bắc Kạn,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-dong-bac-kan-194,C11,Bắc Kạn,None,None
Cao Đẳng Bến Tre,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-ben-tre-160,C56,Bến Tre,None,None
Cao Đẳng Bình Định,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-binh-dinh-197,C37,Bình Định,None,None
Cao Đẳng Sư Phạm Bình Phước,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-binh-phuoc-182,C43,Bình Phước,None,None
Cao Đẳng Cần Thơ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-can-tho-31,C55,Cần Thơ,None,None
Cao Đẳng Cộng Đồng Cà Mau,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-dong-ca-mau-105,D61,Cà Mau,None,None
Cao Đẳng Cộng Đồng Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-dong-ha-noi-143,CHN,Hà Nội,None,None
Cao Đẳng Cộng Đồng Hậu Giang,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-dong-hau-giang-4,D64,Hậu Giang,None,None
Cao Đẳng Cộng Đồng Đồng Tháp,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-dong-dong-thap-53,D50,Đồng Tháp,None,None
Cao Đẳng Cộng Đồng Lai Châu,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-dong-lai-chau-1,CLC,Lai Châu,None,None
Cao Đẳng Cộng Đồng Sóc Trăng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-dong-soc-trang-162,CST,Sóc Trăng,None,None
Cao Đẳng Sư Phạm Đà Lạt,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-da-lat-10,C42,Lâm Đồng,None,None
Cao Đẳng Sư Phạm Ngô Gia Tự Bắc Giang,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-ngo-gia-tu-bac-giang-96,C18,Bắc Giang,None,None
Cao Đẳng Sơn La,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-son-la-56,C14,Sơn La,None,None
Cao Đẳng Cộng Đồng Vĩnh Long,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-dong-vinh-long-130,D57,Vĩnh Long,None,None
Cao Đẳng Sư Phạm Vĩnh Phúc,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-vinh-phuc-191,C16,Vĩnh Phúc,None,None
Cao Đẳng Đại Việt Sài Gòn,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-dai-viet-sai-gon-473,CSG,Hà Nội,None,None
Cao Đẳng Kinh Tế Kỹ Thuật Điện Biên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-dien-bien-178,CDB,Điện Biên,None,None
Cao Đẳng Y Tế Sơn La,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-son-la-57,YSL,Sơn La,None,None
Cao Đẳng Y Tế Phú Thọ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-phu-tho-170,CYP,Phú Thọ,None,None
Cao Đẳng Y Tế Quảng Ninh,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-quang-ninh-125,CYQ,Quảng Ninh,None,None
Cao Đẳng Y Tế Thái Nguyên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-thai-nguyen-28,CYI,Thái Nguyên,None,None
Cao Đẳng Y Tế Ninh Bình,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-ninh-binh-46,CNY,Ninh Bình,None,None
Cao Đẳng Y Tế Bạch Mai,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-bach-mai-469,CBM,Hà Nội,None,None
Cao Đẳng Y Tế Huế,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-hue-16,CYY,Huế,None,None
Cao Đẳng Y Tế Hà Đông,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-ha-dong-155,CYM,Hà Nội,None,None
Cao Đẳng Y Tế Hà Nam,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-ha-nam-116,CYH,Hà Nam,None,None
Cao Đẳng Y Tế Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-ha-noi-156,CYZ,Hà Nội,None,None
Cao Đẳng Y Tế Bình Dương,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-binh-duong-176,CBY,Bình Dương,None,None
Cao Đẳng Y Tế Hải Phòng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-hai-phong-101,CYF,Hải Phòng,None,None
Cao Đẳng Y Tế Hưng Yên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-hung-yen-8,CHY,Hưng Yên,None,None
Cao Đẳng Y Tế Lâm Đồng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-lam-dong-13,CLY,Lâm Đồng,None,None
Cao Đẳng Y Tế Thái Bình,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-thai-binh-42,CYE,Thái Bình,None,None
Cao Đẳng Y Tế Hà Tĩnh,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-ha-tinh-44,CYN,Hà Tĩnh,None,None
Cao Đẳng Y Tế Thanh Hóa,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-thanh-hoa-127,CYT,Thanh Hóa,None,None
Cao Đẳng Y Tế Bình Định,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-binh-dinh-198,CYR,Bình Định,None,None
Cao Đẳng Y Tế Khánh Hòa,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-khanh-hoa-112,CYK,Khánh Hòa,None,None
Cao Đẳng Y Tế Quảng Nam,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-quang-nam-40,CYU,Quảng Nam,None,None
Cao Đẳng Y Tế Đồng Nai,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-dong-nai-173,CYD,Đồng Nai,None,None
Cao Đẳng Y Tế Bạc Liêu,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-bac-lieu-179,CYB,Bạc Liêu,None,None
Cao Đẳng Y Tế Cà Mau,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-ca-mau-104,CMY,Cà Mau,None,None
Cao Đẳng Y Tế Cần Thơ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-can-tho-34,CYC,Cần Thơ,None,None
Cao Đẳng Y Tế Đồng Tháp,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-dong-thap-52,CYA,Đồng Tháp,None,None
Cao Đẳng Y Tế Tiền Giang,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-tien-giang-133,CYV,Tiền Giang,None,None
Cao Đẳng Y Tế Trà Vinh,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-tra-vinh-98,YTV,Trà Vinh,None,None
Cao Đẳng Cơ Khí Luyện Kim,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-co-khi-luyen-kim-24,CKL,Thái Nguyên,None,None
Cao Đẳng Công Nghệ và Kinh Tế Công Nghiệp,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-va-kinh-te-cong-nghiep-27,CXD,Thái Nguyên,None,None
Cao Đẳng Công Nghiệp Thái Nguyên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghiep-thai-nguyen-22,CCB,Thái Nguyên,None,None
Cao Đẳng Công Nghiệp Thực Phẩm,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghiep-thuc-pham-169,CTP,Phú Thọ,None,None
Cao Đẳng Công Nghiệp và Xây Dựng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghiep-va-xay-dung-122,CCX,Quảng Ninh,None,None
Cao Đẳng Công Nghiệp Việt Đức,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghiep-viet-duc-23,CCV,Thái Nguyên,None,None
Cao Đẳng Kinh Tế – Tài Chính Thái Nguyên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-tai-chinh-thai-nguyen-25,CKT,Thái Nguyên,None,None
Cao Đẳng Kinh Tế Kỹ Thuật Phú Thọ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-phu-tho-168,CPP,Phú Thọ,None,None
Cao Đẳng Kỹ Thuật Công Nghiệp,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-ky-thuat-cong-nghiep-97,CCE,Bắc Giang,None,None
Cao Đẳng Nông Lâm Đông Bắc,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-nong-lam-dong-bac-123,CDP,Quảng Ninh,None,None
Cao Đẳng Thương Mại và Du Lịch,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-thuong-mai-va-du-lich-26,CTM,Thái Nguyên,None,None
Cao Đẳng Văn Hóa Nghệ Thuật và Du Lịch Hạ Long,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-van-hoa-nghe-thuat-va-du-lich-ha-long-124,CVD,Quảng Ninh,None,None
Cao Đẳng Văn Hóa Nghệ Thuật Việt Bắc,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-van-hoa-nghe-thuat-viet-bac-30,CNV,Thái Nguyên,None,None
Cao Đẳng Cộng Đồng Hà Tây,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-dong-ha-tay-157,D20,Hà Nội,None,None
Cao Đẳng Cộng Đồng Hải Phòng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-dong-hai-phong-102,D03,Hải Phòng,None,None
Cao Đẳng Công Nghệ Và Kinh Tế Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-va-kinh-te-ha-noi-142,CHK,Hà Nội,None,None
Cao Đẳng Công Nghệ Viettronics,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-viettronics-100,CVT,Hải Phòng,None,None
Cao Đẳng Công Nghiệp Hưng Yên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghiep-hung-yen-7,CCY,Hưng Yên,None,None
Cao Đẳng Công Nghiệp Nam Định,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghiep-nam-dinh-107,CND,Nam Định,None,None
Cao Đẳng Công Nghệ và Thương Mại Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-va-thuong-mai-ha-noi-135,CBT,Hà Nội,None,None
Cao Đẳng Điện Tử - Điện Lạnh Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-dien-tu-dien-lanh-ha-noi-145,CLH,Hà Nội,None,None
Cao Đẳng Du Lịch Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-du-lich-ha-noi-138,CDH,Hà Nội,None,None
Cao Đẳng Dược Trung Ương,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-duoc-trung-uong-119,CYS,Hải Dương,None,None
Cao Đẳng Hàng Hải I,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-hang-hai-i-99,CHH,Hải Phòng,None,None
Cao Đẳng Kinh Tế – Kỹ Thuật Thương Mại,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-thuong-mai-152,CTH,Hà Nội,None,None
Cao Đẳng Kinh Tế - Kỹ Thuật Trung Ương,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-trung-uong-153,CTW,Hà Nội,None,None
Cao Đẳng Kinh Tế Kỹ Thuật Vĩnh Phúc,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-vinh-phuc-192,CKA,Vĩnh Phúc,None,None
Cao Đẳng Kinh Tế Công Nghiệp Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-cong-nghiep-ha-noi-137,CCK,Hà Nội,None,None
Cao Đẳng Thủy Sản,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-thuy-san-189,CSB,Bắc Ninh,None,None
Cao Đẳng Múa Việt Nam,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-mua-viet-nam-158,CMH,Hà Nội,None,None
Cao Đẳng Nghệ Thuật Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-nghe-thuat-ha-noi-150,CNT,Hà Nội,None,None
Cao Đẳng Nông Nghiệp và Phát Triển Nông Thôn Bắc Bộ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-nong-nghiep-va-phat-trien-nong-thon-bac-bo-149,CNP,Hà Nội,None,None
Cao Đẳng Phát Thanh Truyền Hình I,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-phat-thanh-truyen-hinh-i-114,CPT,Hà Nam,None,None
Cao Đẳng Thống Kê,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-thong-ke-190,CTE,Bắc Ninh,None,None
Cao đẳng Công Nghệ Thông Tin TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-thong-tin-tp-hcm-472,CDC,Hà Nội,None,None
Cao Đẳng Thương Mại Và Du Lịch Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-thuong-mai-va-du-lich-ha-noi-147,CMD,Hà Nội,None,None
Cao Đẳng Thủy Lợi Bắc Bộ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-thuy-loi-bac-bo-115,CTL,Hà Nam,None,None
Cao Đẳng Truyền Hình,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-truyen-hinh-140,CDT0131,Hà Nội,None,None
Cao Đẳng Văn Hóa Nghệ Thuật Thái Bình,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-van-hoa-nghe-thuat-thai-binh-43,CNB,Thái Bình,None,None
